ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Swatches Attributes",Brands
1404,simple,,,"REDMI WATCH 2 LITE STRAP BROWN",1,0,visible,,"Bracelet de remplacement marron pour la montre connectée Redmi Watch 2 Lite.  Fabriqué en silicone souple pour un confort optimal au quotidien.  Facile à installer et à ajuster selon votre poignet.  Un accessoire parfait pour personnaliser votre montre.  Disponible en plusieurs couleurs pour s'adapter à votre style.",,,taxable,,1,,,0,0,,,,,1,,,35,"Accessoires pour smartphones","Accessoires Tech, Électronique, Gadgets",,https://sml.boutique/wp-content/uploads/2025/12/yLfwKqIOyTnKJkcT.jpg,,,,,,,,,0,,
1405,simple,,,"SAMSUNG A05S 6/128 GB",1,0,visible,,"Smartphone Samsung A05s avec 6 Go de RAM et 128 Go de stockage. Écran de qualité pour une expérience visuelle immersive. Appareil photo performant pour des photos de qualité. Batterie longue durée pour une utilisation prolongée. Un bon choix pour ceux qui recherchent un smartphone performant.",,,taxable,,1,,,0,0,,,,,1,,,649,"Smartphones et tablettes","Électronique, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/samsung-galaxy-a05s-6-128go-tunisie-prix.webp,,,,,,,,,0,,
1406,simple,,,"SAMSUNG A05S 4/128 GB",1,0,visible,,"Smartphone Samsung A05s avec 4 Go de RAM et 128 Go de stockage. Écran de qualité pour une expérience visuelle agréable. Appareil photo polyvalent pour des photos et vidéos réussies. Batterie longue durée pour une utilisation quotidienne. Un choix abordable pour un usage polyvalent.",,,taxable,,1,,,0,0,,,,,1,,,599,"Smartphones et tablettes","Électronique, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/smartphone-samsung-galaxy-a05s-4-go-128-go-violet.jpg,,,,,,,,,0,,
1407,simple,,,"SAMSUNG A05S 4/128 GB",1,0,visible,,"Smartphone Samsung A05s avec 4 Go de RAM et 128 Go de stockage. Écran de qualité pour une expérience visuelle agréable. Appareil photo polyvalent pour des photos et vidéos réussies. Batterie longue durée pour une utilisation quotidienne. Un choix abordable pour un usage polyvalent.",,,taxable,,1,,,0,0,,,,,1,,,599,"Smartphones et tablettes","Électronique, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/1_f1526da6-4279-47e3-aae0-17af114a0ea9_600x.webp,,,,,,,,,0,,
1408,simple,,,"MI ROUTER 4A WHITE",1,0,visible,,"Routeur Wi-Fi Xiaomi Mi Router 4A blanc, pour une connexion internet stable et rapide.  Technologie double bande pour une meilleure performance.  Facile à installer et à configurer.  Idéal pour une utilisation domestique.  Un bon choix pour améliorer votre réseau sans fil.",,,taxable,,1,,,0,0,,,,,1,,,95,"Accessoires informatiques","Connectivité, Électronique, High-Tech",,https://sml.boutique/wp-content/uploads/2025/12/DesCNNHJGAOTYFTB.jpg,,,,,,,,,0,,
1409,simple,,,"XIAOMI ROUTER AC-1200 EU",1,0,visible,,"Routeur Wi-Fi Xiaomi AC-1200 EU, pour une connexion internet performante.  Technologie double bande pour une vitesse de connexion rapide.  Couverture étendue pour une utilisation dans toute la maison.  Facile à configurer et à utiliser.  Un bon choix pour les utilisateurs exigeants.",,,taxable,,1,,,0,0,,,,,1,,,159,"Accessoires informatiques","Connectivité, Électronique, High-Tech",,https://sml.boutique/wp-content/uploads/2025/12/sRRAmjaxLVKaZqAI.png,,,,,,,,,0,,
1410,simple,,,"SMART WATCH REDMI WATCH 3 ACTIVE",1,0,visible,,"Montre connectée Redmi Watch 3 Active, pour suivre votre activité physique et vos notifications.  Écran couleur de qualité pour une bonne lisibilité.  Fonctions de suivi de la santé et du sport intégrées.  Autonomie longue durée pour un usage quotidien.  Un accessoire idéal pour un mode de vie actif.",,,taxable,,1,,,0,0,,,,,1,,,169,"Électronique connectée","Électronique, Gadgets, High-Tech",,https://sml.boutique/wp-content/uploads/2025/12/YuGzMpuWhqPsSdpQ.png,,,,,,,,,0,,
1411,simple,,,"SPEAKER MS-2230BT",1,0,visible,,"Haut-parleur MS-2230BT, portable et doté de la technologie Bluetooth.  Son clair et puissant pour profiter de votre musique.  Facile à connecter avec vos appareils.  Design compact et léger pour une utilisation mobile.  Idéal pour les déplacements et les petites pièces.",,,taxable,,1,,,0,0,,,,,1,,,40,"Audio et multimédia","Audio, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/dzboOfHoZIiRHIQW.png,,,,,,,,,0,,
1412,simple,,,"SPEAKER MS-2231BT",1,0,visible,,"Haut-parleur MS-2231BT, compact et doté de la technologie Bluetooth. Son de bonne qualité pour vos playlists préférées. Facile à connecter avec vos appareils mobiles. Design simple et pratique pour une utilisation quotidienne. Un bon choix pour une écoute facile et rapide.",,,taxable,,1,,,0,0,,,,,1,,,45,"Audio et multimédia","Audio, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/7aaa85d8_140d_11ee_92cf_74563c6e21d7_9030f033_1664_11ee_92cf_74563c6e21d7.jpg,,,,,,,,,0,,
1413,simple,,,"IPRO A1 MINI",1,0,visible,,"Smartphone IPRO A1 Mini, un modèle compact et abordable.  Écran de petite taille, idéal pour une utilisation facile.  Fonctions essentielles pour les appels et les messages.  Batterie de bonne capacité pour une utilisation quotidienne.  Un choix économique pour les besoins basiques.",,,taxable,,1,,,0,0,,,,,1,,,43,"Smartphones et tablettes",,,https://sml.boutique/wp-content/uploads/2025/12/SYINgLOJfSuHWpve.jpg,,,,,,,,,0,,
1414,simple,,,"ADAPTER C IPHONE 20W",1,0,visible,,"Adaptateur secteur USB-C 20W pour une recharge rapide de votre iPhone.  Compatible avec les appareils Apple dotés d'un port USB-C.  Charge rapidement votre téléphone en toute sécurité.  Compact et facile à transporter pour une utilisation mobile.  Un accessoire idéal pour une recharge rapide à la maison et en déplacement.",,,taxable,,1,,,0,0,,,,,1,,,45,"Accessoires pour smartphones","Câble, Connectivité, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/ZngvlEPtLYnIuAPR.jpg,,,,,,,,,0,,
1423,simple,,,"CABLE TYPE C IPHONE",1,0,visible,,"Câble USB-C vers Lightning pour une recharge rapide et un transfert de données.  Compatible avec les appareils Apple dotés d'un port Lightning.  Matériaux de qualité pour une longue durée de vie.  Idéal pour charger votre iPhone et synchroniser vos données.  Un accessoire indispensable pour une utilisation quotidienne.",,,taxable,,1,,,0,0,,,,,1,,,25,"Accessoires informatiques","Câble, Connectivité, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/OXTlJYJHrGfrKKty.png,,,,,,,,,0,,
1424,simple,,,"MANETTE M8 GAME PAD 246",1,0,visible,,"Manette de jeu M8 Game Pad 246, pour une expérience de jeu immersive.  Compatible avec plusieurs plateformes (PC, Android, etc.).  Design ergonomique pour un confort optimal.  Boutons réactifs pour des commandes précises.  Idéale pour les gamers occasionnels et réguliers.",,,taxable,,1,,,0,0,,,,,1,,,99,"Gaming et accessoires","Électronique, Gaming",,https://sml.boutique/wp-content/uploads/2025/12/czQuHiPodQDqnTpp.jpg,,,,,,,,,0,,
1425,simple,,,"HAUT PARLEUR MACRO K-518",1,0,visible,,"Haut-parleur Macro K-518, un modèle portable avec une bonne qualité sonore.  Design compact pour une utilisation facile en déplacement.  Son clair et puissant pour sa taille.  Facile à connecter avec vos appareils.  Idéal pour les petites pièces et les déplacements.",,,taxable,,1,,,0,0,,,,,1,,,169,"Audio et multimédia","Audio, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/LZUalsSlrErnDaKW.jpg,,,,,,,,,0,,
1426,simple,,,"SPEAKER MEIER M-552BT",1,0,visible,,"Haut-parleur Meier M-552BT, un modèle portable avec connectivité Bluetooth.  Son clair et puissant pour profiter de votre musique.  Facile à connecter avec vos appareils mobiles.  Design moderne et élégant.  Idéal pour une utilisation à la maison ou en déplacement.",,,taxable,,1,,,0,0,,,,,1,,,89,"Audio et multimédia","Audio, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/nGxAkyiqYeAIwODy.jpg,,,,,,,,,0,,
1427,simple,,,"SPEAKER GOLD SOUND GS-2240B",1,0,visible,,"Haut-parleur Gold Sound GS-2240B, un modèle puissant pour une écoute immersive.  Son de qualité avec des basses profondes et des aigus clairs.  Design moderne et robuste.  Facile à connecter avec vos appareils mobiles.  Idéal pour les fêtes et les événements.",,,taxable,,1,,,0,0,,,,,1,,,59,"Audio et multimédia","Audio, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/LzTmPoUGMuFXVAfz.jpg,,,,,,,,,0,,
1428,simple,,,"SPEAKER GOLD SOUND GS-21",1,0,visible,,"Haut-parleur Gold Sound GS-21, un modèle compact pour un son de bonne qualité.  Facile à transporter et à utiliser.  Son clair et puissant pour sa taille.  Design simple et fonctionnel.  Un bon choix pour une utilisation quotidienne.",,,taxable,,1,,,0,0,,,,,1,,,49,"Audio et multimédia","Audio, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/TFWliPWZRDflYaie.webp,,,,,,,,,0,,
1429,simple,,,"HD-TV SPLITTER 1X4 4K",1,0,visible,,"Répartiteur HD-TV 1x4 4K, pour diffuser un signal vidéo sur quatre écrans. Compatible avec les signaux 4K pour une qualité d'image optimale. Facile à installer et à utiliser. Idéal pour les présentations, les événements et la maison. Un accessoire essentiel pour vos appareils HD.",,,taxable,,1,,,0,0,,,,,1,,,69,"Accessoires informatiques","Électronique, Gadgets, Multimédia",,https://sml.boutique/wp-content/uploads/2025/12/619SC7XgNgL.jpg,,,,,,,,,0,,
1430,simple,,,"ITEL A50 2+4GB 64GB BLACK",1,0,visible,,"Smartphone ITEL A50 avec 2 Go de RAM (extensible à 4 Go) et 64 Go de stockage, en couleur noire.  Écran de taille correcte pour une utilisation de base.  Fonctions essentielles pour les appels et les messages.  Batterie correcte pour une utilisation quotidienne.  Un choix économique pour un usage basique.",,,taxable,,1,,,0,0,,,,,1,,,289,"Smartphones et tablettes","Électronique, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/TKtYsDueRksUBrxk.jpg,,,,,,,,,0,,
1431,simple,,,"INFINIX HOT 40 PRO 21GB 256GB",1,0,visible,,"Smartphone Infinix Hot 40 Pro avec 21 Go de RAM (extensible) et 256 Go de stockage.  Écran haute qualité pour une expérience visuelle immersive.  Appareil photo performant pour des photos de qualité.  Batterie longue durée pour une utilisation intensive.  Un excellent choix pour les gamers et les utilisateurs exigeants.",,,taxable,,1,,,0,0,,,,,1,,,819,"Smartphones et tablettes","Électronique, High-Tech, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/RNmRzXaurFCyBJOE.jpg,,,,,,,,,0,,
1432,simple,,,"NOKIA 105",1,0,visible,,"Téléphone mobile Nokia 105, un modèle simple et fiable pour les appels et les messages.  Conception robuste et durable.  Batterie longue durée pour une autonomie prolongée.  Facile à utiliser et à transporter.  Un choix idéal pour les communications de base.",,,taxable,,1,,,0,0,,,,,1,,,60,"Smartphones et tablettes","Électronique, Gadgets, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/eOsAifatiGrxAfkp.jpg,,,,,,,,,0,,
1433,simple,,,"NOKIA 106",1,0,visible,,"Téléphone mobile Nokia 106, un modèle simple et pratique pour les appels et les messages. Conception robuste et durable. Batterie longue durée pour une autonomie prolongée. Facile à utiliser et à transporter. Un bon choix pour ceux qui cherchent un téléphone basique.",,,taxable,,1,,,0,0,,,,,1,,,79,"Smartphones et tablettes","Électronique, Gadgets, High-Tech",,https://sml.boutique/wp-content/uploads/2025/12/telephone-portable-nokia-106-2023.webp,,,,,,,,,0,,
1434,simple,,,"NOKIA 110",1,0,visible,,"Téléphone mobile Nokia 110, un modèle simple et fonctionnel pour les appels et les messages. Conception robuste et facile à utiliser. Batterie longue durée pour une autonomie prolongée. Fonctions multimédia de base intégrées. Un bon choix pour une communication simple et pratique.",,,taxable,,1,,,0,0,,,,,1,,,85,"Smartphones et tablettes","Électronique, Gadgets, High-Tech",,https://sml.boutique/wp-content/uploads/2025/12/672196668_1642840202.jpg,,,,,,,,,0,,
1435,simple,,,"DISQUE DUR IMATION 256GB SSD C321 2.5""",1,0,visible,,"Disque dur SSD Imation de 256 Go, format 2.5 pouces, pour une performance accrue.  Technologie SSD pour un accès rapide aux données.  Idéal pour améliorer la vitesse de votre ordinateur.  Installation facile et rapide.  Un choix parfait pour une performance optimale.",,,taxable,,1,,,0,0,,,,,1,,,79,"Accessoires informatiques","Électronique, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/yThlRGjunNHqRciU.jpg,,,,,,,,,0,,
1436,simple,,,"GOLD SOUND GS-3901 5.1CH",1,0,visible,,"Système audio Gold Sound GS-3901 5.1 canaux, pour une expérience sonore immersive.  Son surround pour un réalisme accru.  Compatible avec les ordinateurs et les consoles de jeu.  Facile à installer et à utiliser.  Idéal pour les films, les jeux et la musique.",,,taxable,,1,,,0,0,,,,,1,,,249,"Audio et multimédia","Audio, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/JdwJfZMnfrrcBqyu.webp,,,,,,,,,0,,
1437,simple,,,"AERO COOL THERMAL PASTE COG 2G",1,0,visible,,"Pâte thermique Aero Cool COG 2G, pour améliorer le refroidissement de votre processeur.  Facile à appliquer pour une dissipation thermique efficace.  Haute performance pour les processeurs et cartes graphiques.  2 grammes de pâte thermique pour une application multiple.  Un accessoire indispensable pour un refroidissement optimal.",,,taxable,,1,,,0,0,,,,,1,,,19,"Accessoires informatiques","Électronique, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/qoWjweCdZRvLOgjX.png,,,,,,,,,0,,
1438,simple,,,"CARTE MEMOIRE AERO 16GB",1,0,visible,,"Carte mémoire Aero de 16 Go, pour stocker vos photos, vidéos et documents.  Compatible avec les appareils photo, smartphones et tablettes.  Vitesse de lecture et d'écriture rapide pour un transfert fluide.  Un bon choix pour un stockage supplémentaire.  Compact et facile à transporter.",,,taxable,,1,,,0,0,,,,,1,,,12,"Accessoires informatiques",,,https://sml.boutique/wp-content/uploads/2025/12/KYIIqIUGQPbDPEky.png,,,,,,,,,0,,
1446,simple,,,"CARTE MEMOIRE AERO 32GB",1,0,visible,,"Carte mémoire Aero de 32 Go, pour stocker vos fichiers et vos photos.  Compatible avec les appareils photo, smartphones et tablettes.  Vitesse de lecture et d'écriture rapide pour un transfert de données aisé.  Un bon choix pour étendre votre capacité de stockage.  Compact et facile à transporter partout.",,,taxable,,1,,,0,0,,,,,1,,,15,"Accessoires informatiques","Électronique, Informatique, Multimédia",,https://sml.boutique/wp-content/uploads/2025/12/DHaoqAxetCqFQKEe.jpg,,,,,,,,,0,,
1447,simple,,,"OPPO A38 4GB/128GB",1,0,visible,,"Smartphone OPPO A38 avec 4 Go de RAM et 128 Go de stockage. Écran de qualité pour une expérience visuelle agréable. Appareil photo polyvalent pour des photos et vidéos réussies. Batterie longue durée pour une utilisation quotidienne. Un choix abordable pour un usage polyvalent.",,,taxable,,1,,,0,0,,,,,1,,,549,"Smartphones et tablettes",,,https://sml.boutique/wp-content/uploads/2025/12/OPPO-A38-img.jpg,,,,,,,,,0,,
1448,simple,,,"OPPO A38 6GB/128GB",1,0,visible,,"Smartphone OPPO A38 avec 6 Go de RAM et 128 Go de stockage. Écran de haute qualité pour une expérience visuelle immersive. Appareil photo performant pour des photos et vidéos de qualité. Batterie longue durée pour une utilisation intensive. Un bon choix pour les utilisateurs exigeants.",,,taxable,,1,,,0,0,,,,,1,,,599,"Smartphones et tablettes",,,https://sml.boutique/wp-content/uploads/2025/12/1_45_1.jpg,,,,,,,,,0,,
1449,simple,,,"INFINIX HOT40I RAM 16GB 128GB",1,0,visible,,"Smartphone Infinix Hot 40i avec 16 Go de RAM (extensible) et 128 Go de stockage.  Écran de qualité pour une expérience visuelle agréable.  Appareil photo performant pour des photos de qualité.  Batterie longue durée pour une utilisation prolongée.  Un excellent choix pour les gamers et les utilisateurs multimédia.",,,taxable,,1,,,0,0,,,,,1,,,469,"Smartphones et tablettes",,,https://sml.boutique/wp-content/uploads/2025/12/tfLByZjZwkXHXfZB.jpg,,,,,,,,,0,,
1450,simple,,,"MICRO CASQUE HAVIT H202D",1,0,visible,,"Micro-casque Havit H202D, pour une expérience audio immersive et confortable.  Son clair et puissant pour vos jeux et conversations.  Microphone flexible pour une communication facile.  Conception confortable pour un port prolongé.  Idéal pour les gamers et les appels en ligne.",,,taxable,,1,,,0,0,,,,,1,,,23,"Audio et multimédia","Audio, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/CtJLgJiOdrQmAnYp.jpg,,,,,,,,,0,,
1451,simple,,,"MICRO CASQUE HAVIT H205D",1,0,visible,,"Micro-casque Havit H205D, pour une expérience audio immersive et confortable.  Son de haute qualité pour vos jeux et conversations en ligne.  Microphone omnidirectionnel pour une communication claire.  Conception ergonomique pour un port confortable.  Un choix parfait pour les gamers et les professionnels en télétravail.",,,taxable,,1,,,0,0,,,,,1,,,30,"Audio et multimédia","Audio, Électronique, Gadgets",,https://sml.boutique/wp-content/uploads/2025/12/MiTwTITnnZNOKUib.jpg,,,,,,,,,0,,
1452,simple,,,"RING LIGHT HAVIT ST7012 PRO",1,0,visible,,"Anneau lumineux Havit ST7012 PRO, pour un éclairage professionnel de vos photos et vidéos.  Lumière ajustable en température et en intensité.  Support pour smartphone intégré.  Idéal pour les influenceurs, les vloggers et les photographes.  Un accessoire essentiel pour un éclairage de qualité.",,,taxable,,1,,,0,0,,,,,1,,,79,"Accessoires informatiques","Accessoires Tech, Électronique, Gadgets",,https://sml.boutique/wp-content/uploads/2025/12/lAVJWRtyGasQTTdx.jpg,,,,,,,,,0,,
1453,simple,,,"SOURIS SPIRIT OF GAMER PRO-M5 RGB",1,0,visible,,"Souris gaming Spirit of Gamer Pro-M5 RGB, pour une expérience de jeu améliorée.  Rétroéclairage RGB personnalisable pour un look unique.  Capteur optique de haute précision pour des mouvements fluides.  Design ergonomique pour une prise en main confortable.  Idéale pour les jeux rapides et précis.",,,taxable,,1,,,0,0,,,,,1,,,54,"Accessoires informatiques","Accessoires Tech, Électronique, Gaming",,https://sml.boutique/wp-content/uploads/2025/12/eklUPkLlRmZEklfh.jpg,,,,,,,,,0,,
1454,simple,,,"CASQUE SPIRIT OF GAMER H600 RGB",1,0,visible,,"Casque gaming Spirit of Gamer H600 RGB, pour une expérience sonore immersive.  Son de haute qualité pour profiter pleinement de vos jeux.  Rétroéclairage RGB pour un look personnalisé.  Microphone rétractable pour une communication claire.  Conception confortable pour les sessions de jeu prolongées.",,,taxable,,1,,,0,0,,,,,1,,,145,"Audio et multimédia","Audio, Électronique, Gaming",,https://sml.boutique/wp-content/uploads/2025/12/jtbpkqFtmIpQwbvx.jpg,,,,,,,,,0,,
1455,simple,,,"CLAVIER SPIRIT OF GAMER K200 RGB",1,0,visible,,"Clavier gaming Spirit of Gamer K200 RGB, pour une expérience de jeu optimale. Rétroéclairage RGB personnalisable pour un style unique. Touches réactives pour des commandes précises. Conception ergonomique pour un confort de frappe. Idéal pour les gamers et les utilisateurs exigeants.",,,taxable,,1,,,0,0,,,,,1,,,119,"Accessoires informatiques","Électronique, Gaming, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/HjKAYIBHJAaWNTrz.jpg,,,,,,,,,0,,
1469,simple,,,"MICROPHONE AQIRIS VOYAGER",1,0,visible,,"Microphone Aqirys Voyager, pour un enregistrement audio de qualité.  Son clair et précis pour vos enregistrements vocaux.  Design élégant et facile à utiliser.  Idéal pour les streamers, les podcasteurs et les professionnels.  Un accessoire essentiel pour une qualité audio optimale.",,,taxable,,1,,,0,0,,,,,1,,,189,"Audio et multimédia","Audio, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/QLHAbelLCOQYSmWz.jpg,,,,,,,,,0,,
1470,simple,,,"CLAVIER SMARTKEY SANS FIL BT-210-FR",1,0,visible,,"Clavier sans fil Smartkey BT-210-FR, pour une frappe confortable et pratique.  Connexion Bluetooth pour une utilisation sans fil.  Design compact et léger pour une utilisation mobile.  Touches confortables pour une frappe agréable.  Idéal pour les déplacements et les tablettes.",,,taxable,,1,,,0,0,,,,,1,,,44,"Accessoires informatiques","Électronique, Gaming, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/COQKbLemstYSboNH.jpg,,,,,,,,,0,,
1471,simple,,,"ADAPTATEUR JACK-IPHONE JH-001",1,0,visible,,"Adaptateur jack-iPhone JH-001, pour connecter vos écouteurs à votre iPhone. Permet de connecter des écouteurs avec une prise jack à un iPhone. Design compact et facile à transporter. Un accessoire indispensable pour les utilisateurs d'iPhone. Idéal pour continuer à utiliser vos écouteurs traditionnels.",,,taxable,,1,,,0,0,,,,,1,,,25,"Accessoires informatiques","Câble, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/adaptateur-lightning-vers-jack-blanc.jpg,,,,,,,,,0,,
1472,simple,,,"CABLE HDMI 1.5M",1,0,visible,,"Câble HDMI de 1.5 mètre, pour connecter vos appareils HD.  Compatible avec les signaux 4K pour une qualité d'image optimale.  Connecteurs plaqués or pour une meilleure transmission du signal.  Un accessoire indispensable pour tous vos appareils HD.  Idéal pour une connexion fiable et rapide.",,,taxable,,1,,,0,0,,,,,1,,,8,"Accessoires informatiques","Câble, Connectivité, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/cXJLwsjlzdNGTYWS.jpg,,,,,,,,,0,,
1473,simple,,,"CABLE HDMI 3M PLAT",1,0,visible,,"Câble HDMI plat de 3 mètres, pour connecter vos appareils HD en toute discrétion.  Compatible avec les signaux 4K pour une image de qualité.  Design plat pour faciliter le passage sous les meubles.  Un accessoire indispensable pour tous vos appareils HD.  Idéal pour une connexion discrète et performante.",,,taxable,,1,,,0,0,,,,,1,,,12,"Accessoires informatiques","Câble, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/LOfELeIIevUPkJRw.jpg,,,,,,,,,0,,
1474,simple,,,"CABLE HDMI 20M",1,0,visible,,"Câble HDMI de 20 mètres, pour connecter vos appareils HD sur de longues distances.  Compatible avec les signaux 4K pour une qualité d'image optimale.  Connecteurs plaqués or pour une meilleure transmission du signal.  Un accessoire indispensable pour tous vos appareils HD.  Idéal pour une connexion longue distance fiable.",,,taxable,,1,,,0,0,,,,,1,,,55,"Accessoires informatiques","Câble, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/wZKrNVSJGBvVYGea.jpg,,,,,,,,,0,,
1475,simple,,,"CABLE HDMI 30M",1,0,visible,,"Câble HDMI de 30 mètres, pour connecter vos appareils HD sur de très longues distances.  Compatible avec les signaux 4K pour une qualité d'image optimale.  Connecteurs plaqués or pour une transmission du signal optimale.  Un accessoire indispensable pour les installations de grande envergure.  Idéal pour une connexion longue distance et fiable.",,,taxable,,1,,,0,0,,,,,1,,,110,"Accessoires informatiques","Câble, Connectivité, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/jdpFUCZScpapDvCH.jpg,,,,,,,,,0,,
1476,simple,,,"MANETTE PS4",1,0,visible,,"Manette de jeu PS4, pour une expérience de jeu immersive sur votre console PlayStation 4.  Design ergonomique pour une prise en main confortable.  Boutons réactifs pour des commandes précises.  Vibration intégrée pour une immersion totale.  Un accessoire essentiel pour les gamers PS4.",,,taxable,,1,,,0,0,,,,,1,,,80,"Gaming et accessoires","Électronique, Gaming",,https://sml.boutique/wp-content/uploads/2025/12/vhOJoHHGUNhFVqAo.png,,,,,,,,,0,,
1477,simple,,,"MANETTE VIBREUR USB PRO",1,0,visible,,"Manette de jeu USB Pro avec vibration, pour une expérience de jeu immersive sur PC.  Compatible avec les jeux PC.  Fonction vibration pour un réalisme accru.  Boutons réactifs pour des commandes précises.  Design ergonomique pour un confort optimal.",,,taxable,,1,,,0,0,,,,,1,,,22,"Gaming et accessoires","Connectivité, Électronique, Gadgets",,https://sml.boutique/wp-content/uploads/2025/12/VCAjZnmRMXnjTHhI.jpg,,,,,,,,,0,,
1478,simple,,,"CLE WIFI 802.11 2.4GHZ",1,0,visible,,"Clé Wi-Fi 802.11 2.4GHz, pour connecter votre ordinateur à votre réseau sans fil.  Compatible avec les normes Wi-Fi 802.11 b/g/n.  Facile à installer et à utiliser.  Un accessoire pratique pour une connexion Wi-Fi fiable.  Idéale pour les ordinateurs portables et de bureau.",,,taxable,,1,,,0,0,,,,,1,,,20,"Accessoires informatiques","Connectivité, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/YVTdKklPepNTQgvZ.jpg,,,,,,,,,0,,
1479,simple,,,"CHARGEUR PC DELL 19V 2.31A NEW HQ",1,0,visible,,"Chargeur pour PC Dell 19V 2.31A, un modèle de haute qualité pour une recharge fiable.  Compatible avec les ordinateurs portables Dell.  Charge rapidement votre PC en toute sécurité.  Un accessoire essentiel pour maintenir votre PC chargé.  Idéal pour remplacer votre chargeur d'origine.",,,taxable,,1,,,0,0,,,,,1,,,59,"Accessoires informatiques","Câble, Connectivité, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/cIjdCozpofxjCEhx.jpg,,,,,,,,,0,,
1480,simple,,,"CABLE TREFLE",1,0,visible,,"Câble trèfle, un câble d'alimentation standard pour de nombreux appareils électroniques.  Compatible avec les ordinateurs portables, les écrans et autres appareils.  Matériaux de qualité pour une durabilité accrue.  Un accessoire essentiel pour l'alimentation de vos appareils.  Idéal pour remplacer un câble d'alimentation endommagé.",,,taxable,,1,,,0,0,,,,,1,,,12,"Accessoires informatiques","Câble, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/tqKEOdEzgKRarSfc.jpg,,,,,,,,,0,,
1481,simple,,,"CHARGE MICRO A818 ASPOR 2.4A",1,0,visible,,"Chargeur micro USB Aspor 2.4A, pour une recharge rapide et efficace de vos appareils.  Compatible avec les appareils dotés d'un port micro USB.  Charge votre smartphone et autres périphériques rapidement.  Un accessoire indispensable pour rester connecté.  Idéal pour la maison ou en déplacement.",,,taxable,,1,,,0,0,,,,,1,,,15,"Accessoires pour smartphones","Câble, Connectivité, Électronique",,https://sml.boutique/wp-content/uploads/2025/12/csppQIgtuWZYBqoE.jpg,,,,,,,,,0,,
1482,simple,,,"REALME NOTE 50 4GB/128GB",1,0,visible,,"Smartphone Realme Note 50 avec 4 Go de RAM et 128 Go de stockage.  Écran de qualité pour une expérience visuelle agréable.  Appareil photo polyvalent pour des photos et vidéos réussies.  Batterie longue durée pour une utilisation quotidienne.  Un choix abordable pour un usage polyvalent.",,,taxable,,1,,,0,0,,,,,1,,,389,"Smartphones et tablettes","Électronique, Gadgets, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/aixyKJXNfAHdvZtg.jpg,,,,,,,,,0,,
1483,simple,,,"INFINIX SMART 8 8GB/128GB",1,0,visible,,"Smartphone Infinix Smart 8 avec 8 Go de RAM et 128 Go de stockage.  Écran immersif pour une expérience visuelle agréable.  Appareil photo de bonne qualité pour des photos satisfaisantes.  Batterie longue durée pour une autonomie prolongée.  Un excellent choix pour les utilisateurs à la recherche d'un bon rapport qualité-prix.",,,taxable,,1,,,0,0,,,,,1,,,359,"Smartphones et tablettes","Électronique, High-Tech, Informatique",,https://sml.boutique/wp-content/uploads/2025/12/mUUUMsUOPWBZuNCf.jpg,,,,,,,,,0,,
